,raw text,token text,category
21," Bagi dia, waktu tidur hanya cukup 2-3 jam saja setiap hari","['tidur', 'angan', 'jem']",risk factor
22,Dia akan melenting kalau staf balik rumah selepas waktu kerja jam 6 petang,"['cair', 'kakitangan', 'rumah', 'masa', 'kerja', 'jem', 'angan', 'petang']",risk factor
23, Dia juga akan sentiasa call dan whatsapp staf semasa hari cuti mingguan sabtu dan ahad,"['selalu', 'panggil', 'whatsapp', 'kakitangan', 'cuti', 'minggu', 'sabtu', 'ahad']",risk factor
24, Apatah lagi semasa Public Holiday,"['awam', 'cuti']",statement
25," Itu adalah masa untuk bekerja, panggil meeting dan suruh datang ke rumah hantar report","['panggil', 'jumpa', 'suruh', 'rumah', 'hantar', 'lapor']",risk factor
26, Bos akan membebel kalau staf nak ambil Annual Leave mahupun pergi holiday bersama family,"['bos', 'membebel', 'kakitangan', 'nak', 'ambil', 'tahun', 'pergi', 'baik', 'pergi', 'cuti', 'keluarga']",risk factor
27," Setiap kali dia membebel, aku akan rasa aku ni seorang loser yang telah memufliskan syarikat je gayanya","['kali', 'membebel', 'ni', 'yang kalah', 'muflis', 'syarikat', 'je', 'gaya']",symptom
28, Dia akan marah sesiapa saja di depan mata dia kalau dapat tahu ada staf yang bercuti walau dah dapat kebenaran dia,"['marah', 'orang', 'mata', 'kakitangan', 'cut', 'dah', 'benar']",risk factor
29,"Semenjak bekerja dengan syarikat ni, aku diserang stress dan depression kerana sikap bos yang buruk","['semenjak', 'syarikat', 'ni', 'serang', 'tekan', 'murung', 'rana', 'sikap', 'bos', 'buruk']",symptom
30," Ia sampai jadi tahap, aku takut dengar telefon berdering, cepat-cepat aku akan menjawab dan jantung aku akan berdegup pantas macam baru selesai lari marathon","['mabuk', 'takut', 'dengar', 'telefon bimbit', 'dering', 'cepatc', 'jantung', 'degup', 'selesai', 'lari', 'maraton']",symptom
31," Kalau dengar bunyi whatsapp masuk pun, jantung aku berdebar-debar kencang","['dengar', 'angan', 'whatsapp', 'masuk', 'jantung', 'palang debar', 'kencang']",symptom
32, Takut sangat kena marah,"['takut', 'kena', 'marah']",symptom
33, Takut sangat ada report yang salah atau task yang tak buat,"['takut', 'lapor', 'salah', 'tugas']",symptom
34,Sudah 2 tahun aku tak bercuti,"['angan', 'cut']",statement
35," Ya, aku memang ada dapat Annual Leave","['ya', 'tahun', 'pergi']",statement
36, Tetapi aku sentiasa dipanggil masuk kerja pada hari cuti yang aku berhak untuk ambil,"['selalu', 'angan', 'masuk', 'kerja', 'cuti', 'hak', 'ambil']",risk factor
37," Apabila hujung tahun dan didapati cuti aku sangat banyak, bos cakap aku tak uruskan hidup aku dan cuti aku dengan baik","['hujung', 'masa', 'cuti', 'bos', 'cakap', 'urus', 'hidup', 'cuti']",risk factor
38, Siap kena warning supaya tak buat lagi,"['kena', 'amar']",risk factor
39, Oh ya! Warning letter ni adalah makanan harian bos aku,"['oh', 'ya', 'amar', 'surat', 'ni', 'makan', 'hari', 'bos']",risk factor
40," Asal ada je yang dia tak gemar dengan kami, setepek warning letter kami akan terima daripada HR","['je', 'permata', 'setepek', 'amar', 'surat', 'terima', 'hr']",risk factor
41," Setakat ni, itulah medal dan rekod kejayaan aku sepanjang bekerja di syarikat ni","['masa', 'ni', 'pingat', 'rekod', 'jaya', 'syarikat', 'ni']",statement
42,"Semenjak tu, aku dah pasrah","['semenjak', 'tu', 'dah', 'pasrah']",symptom
43, Tak berani nak ambil cuti langsung,"['berani', 'nak', 'ambil', 'cuti', 'cara langsung']",symptom
44," Walaupun ada kecemasan dalam keluarga, semuanya aku serahkan kepada adik beradik untuk uruskan","['cemas', 'keluarga', 'serah', 'adik', 'adik', 'urus']",symptom
45," Bayangkan la, nak masak atau nak ke toilet pun aku takut","['bayang', 'la', 'nak', 'masak', 'nak', 'tandas', 'takut']",symptom
46," Sudah beberapa tahun ni, aku takut sangat nak masak di rumah sebab risau semasa sibuk memasak, aku tak dengar bos call atau tiba-tiba bos nak buat meeting","['ni', 'takut', 'nak', 'masak', 'rumah', 'risau', 'sibuk', 'masak', 'dengar', 'bos', 'panggil', 'tibata', 'bos', 'nak', 'jumpa']",symptom
47, Aku rasa hidup aku sangat pathetic,"['hidup', 'kasihan']",symptom
48," Sedih!Kenapa aku tak tinggalkan je syarikat ni? Jangan risau, aku tetap akan tinggalkan syarikat ni suatu hari nanti","['sedihkenapa', 'tinggal', 'je', 'syarikat', 'ni', 'risau', 'tinggal', 'syarikat', 'ni']",statement
49, Tetapi selepas aku berjaya capai impian aku,"['masa', 'jaya', 'capai', 'impi']",statement
50," Buat sementara ni, aku terpaksa bertahan","['ni', 'perlu', 'tahan']",statement
51, Impian aku insyaAllah akan dapat dicapai dalam sedikit masa lagi,"['impi', 'insyaallah', 'jalan']",statement
52, Banyak sudah kezaliman yang bos dah buat terhadap aku,"['zalim', 'bos', 'dah']",risk factor
53," Dia zalim dengan masa tidur aku, cuti mingguan aku, Public Holiday aku, Annual Leave aku","['zalim', 'tidur', 'cuti', 'minggu', 'awam', 'cuti', 'tahun', 'pergi']",risk factor
54,"Aku tak pernah MC, tak pernah EL","['mc', 'el']",statement
55, Bekerja 24/7 365,"['angan', 'angan']",statement
56, Aku demam pun masih masuk office dan tak berani pergi klinik untuk ambil ubat,"['demam', 'masuk', 'jabat', 'berani', 'pergi', 'klinik', 'ambil', 'ubat']",statement
57," Bukan aku saja, malah staf yang lain pun sama",['kakitangan'],statement
58," Kalau MC, tetap kena buat kerja walau apa cara sekalipun","['mc', 'kena', 'kerja']",statement
59, Aku rasa aku staf yang baik,['kakitangan'],statement
60, Tapi masih tak cukup bagus untuk dia,['bagus'],statement
61, Aku sangat komited dengan kerjaya dan aku tinggalkan keluarga aku demi keluarga dia,"['komited', 'kerjaya', 'tinggal', 'keluarga', 'keluarga']",statement
62, Bos aku sangat family oriented,"['bos', 'keluarga', 'orientasi']",statement
63," Family oriented bos aku ni bermaksud, staf adalah hakmilik kekal dia yang wajib ada dalam setiap majlis keluarga dia","['keluarga', 'orientasi', 'bos', 'ni', 'kakitangan', 'hakmilik', 'kal', 'wajib', 'majlis', 'keluarga']",statement
64," Kalau ada yang tak hadir, siaplah, kena marah","['hadir', 'siap', 'kena', 'marah']",risk factor
65,Gaji? Kat sini gaji basic saja,"['gaji', 'kat', 'gaji', 'asas']",statement
66, Double pay atau triple pay jika bekerja semasa cuti atau selepas working hours tu memang tak wujud dalam kamus syarikat ni,"['ganda', 'bayar', 'tiga kali ganda', 'bayar', 'cuti', 'masa', 'kerja', 'Jam', 'tu', 'wujud', 'kamus', 'syarikat', 'ni']",statement
67," Kalau minta, memang kena reject saja","['kena', 'tolak']",statement
68," Paling best, sampai sekarang aku takde offer letter","['baik', 'bukan', 'tawar', 'surat']",statement
69, Amacam?Korang doakanlah aku dapat kerjaya yang lebih baik daripada apa yang aku ada sekarang,"['amacamkorang', 'doa', 'kerjaya']",statement
70, Aku bertahan ni pun sebab nak gaji yang seciput tu je,"['tahan', 'ni', 'nak', 'gaji', 'ciput', 'tu', 'je']",statement
71, Sambil cari lubang kerja lain,"['cari', 'lubang', 'kerja']",statement
72," Bos aku cakap, kalau nak cari kerja di musim COVID ni, memang payah","['bos', 'cakap', 'nak', 'cari', 'kerja', 'musim', 'Covid', 'ni', 'payah']",statement
73," Tapi aku percaya, Allah kan Maha Memberi Rezeki","['percaya', 'allah', 'maha', 'rezeki']",statement
74," InsyaAllah, aku juga percaya, Allah akan balas kezaliman bos terhadap kami ni sooner or sooner","['insyaallah', 'percaya', 'allah', 'balas', 'zalim', 'bos', 'ni', 'lebih cepat', 'atau', 'lebih cepat']",statement
75," Hakikatnya, ia dah pun berlaku terhadap syarikat ni","['hakikat', 'dah', 'laku', 'syarikat', 'ni']",statement
76, Aku sangat bersyukur,['syukur'],statement
77," Dengan setiap cabaran yang bos dan syarikat tanggung sekarang, bos dah mula tahu bercakap guna bahasa yang baik dan belajar minta maaf dengan kami","['cabar', 'bos', 'syarikat', 'tanggungjawab', 'bos', 'dah', 'cakap', 'bahasa', 'bajar', 'maaf']",statement
78, Cuma dia masih tak boleh buang tabiat buruk bab menipu kepada masyarakat,"['buang', 'tabiat', 'buruk', 'bab', 'tipu', 'masyarakat']",statement
79," Kalau sebelum ni, maki hamun adalah zikir harian dia kepada kami","['ni', 'maki', 'hamun', 'zikir', 'hari']",statement
80," Setakat ayat “bodoh”, “takde otak”, “pemalas” tu, bagi aku ayat biasa macam mak-mak pujuk anak nak tidur","['masa', 'ayat', '"" Bodoh ""', '"" Tiada', 'otak ""', '"" Pala ""', 'tu', 'ayat', 'makm', 'pujuk', 'anak', 'nak', 'tidur']",statement
81, Dah lali,"['dah', 'lali']",statement
82,,['nan'],statement
83,"Banyak nak ceritakan, tapi aku bukan seorang yang pandai mengarang","['nak', 'cerita', 'panda', 'arang']",statement
84," Aku ini seorang yang pendiam, jarang berbual kecuali dengan orang yang rapat","['diam', 'jarang', 'bual', 'lepas', 'orang utan', 'rapat']",statement
85, Aku ibu dengan 4 orang anak,"['angan', 'orang utan', 'anak']",statement
86, Doktor diagnos aku dengan depression(Kemurungan) sejak januari 2014,"['doktor', 'diagnosis', 'murung murung', 'januari', 'angan']",symptom
87, Ujian DASS memang dah teruk sejak beberapa tahun sebelum tu tapi tak dapatkan rawatan,"['uji', 'dass', 'dah', 'teruk', 'tu', 'dapat', 'rawat']",symptom
88,"[Ujian DASS digunakan untuk menyaring seseorang individu bagi masalah kemurungan(depression), kerisauan(anxiety) dan juga tertekan(stress)]Nak cerita tentang masa aku sakit teruk tu, aku berhari hari tak boleh tidur","['uji', 'dass', 'nyaring', 'individu', 'kemurungandepression', 'gelisah kerisauan', 'tertekanstressnak', 'cerita', 'sakit', 'teruk', 'tu', 'hari', 'tidur']",symptom
89, Menangis sendiri dalam gelap malam,"['menang', 'gelap', 'malam']",symptom
90," Siang aku kerja macam biasa, urus anak-anak semua, tapi aku rasa seperti mayat hidup","['siang', 'kerja', 'urus', 'anakanak', 'mayat', 'hidup']",symptom
91, Umpama zombie,"['umpama', 'zombi']",statement
92," Malam aku menangis, nak tidur tapi gagal","['malam', 'menang', 'nak', 'tidur', 'gagal']",symptom
93, Berlarutan seminggu,"['larut', 'masa']",statement
94, Masa tu aku buntu sebab ada masalah dengan pengasuh anak-anak,"['tu', 'buntu', 'asuh', 'anakanak']",risk factor
95, Satu malam tu aku rasa macam seluruh dunia bertimpa atas kepala,"['malam', 'tu', 'dunia', 'timpa', 'kepala']",symptom
96, Segala flashback peristiwa dalam hidup terimbas,"['imbas kembali', 'peristiwa', 'hidup', 'imbas']",risk factor
97," Segala kesilapan kebodohan dalam hidup menerpa, all at once","['silap', 'bodoh', 'hidup', 'terpa', 'semua', 'di', 'sekali']",risk factor
98," Esok paginya kebetulan cuti sebab anak belum dapat pengasuh, aku memandu tapi aku rasa macam bukan aku yang memandu","['xaaeesok', 'pagi', 'cuti', 'anak', 'asuh', 'pandu', 'pandu']",symptom
99," Aku bawa anak 1,2 dan 4","['bawa', 'anak', 'angan', 'angan']",statement
100, Anak nombor tiga entah kenapa aku tinggalkan dengan suami,"['anak', 'nombor', 'tinggal', 'suami']",symptom
101," Suami ada masa tu dia tidur, tapi aku macam kena pukau antara sedar dan tak sedar, aku memandu ke rumah rakan sekerja lelaki yang paling buat aku stress kat tempat kerja","['suami', 'tu', 'tidur', 'kena', 'pukau', 'dar', 'dar', 'pandu', 'rumah', 'rak', 'kerja', 'lelaki', 'tekan', 'kat', 'kerja']",symptom
102,Aku tak tau kenapa aku ke situ,"['tau', 'situ']",symptom
103," Isterinya keluar kerja, dia, 3 orang anaknya, (salah seorangnya kawan kelas anak aku), dan ibu mertua dia ada","['isterinya', 'kerja', 'angan', 'orang', 'anaknya', 'salah', 'orang', 'kawan', 'kelas', 'anak', 'mertua']",statement
104, Lepas dia hidang minuman aku pun balik,"['lepas', 'hidang', 'minum']",statement
105, Menuju pula ke rumah kakak aku,"['rumah', 'kak']",statement
106," Sampai rumah kakak terus duduk rumah dia, dalam keadaan tak waras macam ada orang kawal badan aku","['rumah', 'kak', 'duduk', 'rumah', 'waras', 'orang', 'kawal', 'badan']",symptom
107, Mereka layan aku macam aku ni nak bunuh diorang pulak,"['layan', 'ni', 'nak', 'bunuh', 'orang', 'pulak']",risk factor
108,Lima hari duduk rumah kakak dengan anak-anak dan mak abah aku pun datang duduk nak jaga aku,"['duduk', 'rumah', 'kak', 'anakanak', 'mak', 'abah', 'duduk', 'nak', 'jaga']",statement
109," Lepas lima hari aku pujuk suami aku tolong la bawa kami balik, duduk rumah kakak aku di layan macam orang gila","['lepas', 'pujuk', 'suami', 'tolong', 'la', 'bawa', 'duduk', 'rumah', 'kak', 'layan', 'orang', 'gila']",risk factor
110," Di angkat paksa mandi air limau, telinga aku disiram air, di hembus-hembus kakak dan abang ipar aku berlagak macam bomoh","['angkat', 'paksa', 'mandi', 'air', 'limau', 'telinga', 'siram', 'air', 'hembush', 'kak', 'abang', 'ipar', 'lagak', 'bomoh']",statement
111,Panggil perawat tah siapa,"['panggil', 'perawat', 'tah']",statement
112, Aku tak perlukan semua tu,"['perlu', 'tu']",statement
113, Tapi dalam hati aku sentiasa ingat ni ujian Allah,"['hati', 'sentiasa', 'ni', 'uji', 'allah']",statement
114,"Kawan(nurse) call suruh datang klinik jumpa doktor, doktor tanya-tanya dan bagi surat rujukan ke pakar psikiatri","['kawannurse', 'call', 'suruh', 'klinik', 'jumpa', 'doktor', 'doktor', 'tanyatanya', 'surat', 'rujuk', 'pakar', 'psikiatri']",statement
115," Begitulah kisah aku seorang ibu berkerjaya, pejuang MDD, dengan 4 anak kecil","['kisah', 'berkerjaya', 'juang', 'md', 'angan', 'anak']",statement
116,Dah bagitau dah yang aku ni tak reti mengarang,"['dah', 'bagitau', 'dah', 'ni', 'reti', 'arang']",statement
117, Panjang cerita tapi aku ringkaskan,"['cerita', 'ringkas']",statement
118,Sebelum aku tamatkan tulisan ini,"['tamat', 'tulis']",statement
119, Aku nak bagi panduan sikit kepada masyarakat:1,"['nak', 'pandu', 'sikit', 'masyarakat']",statement
120, Ibu berkerja perlu sokongan,"['kerja', 'sokong']",statement
121,2,['angan'],statement
122, Pengasuh yang baik,['asuh'],statement
123,3,['angan'],statement
124, Majikan yang memahami,"['majikan', 'paham']",statement
125,4,['angan'],statement
126, Suami yang mendengar dan memberi moral support,"['suami', 'dengar', 'moral', 'support']",statement
127,5,['angan'],statement
128," Cari kawan yang baik, bukan penghasut dan pendengki","['cari', 'kawan', 'hasut', 'dengki']",statement
129,6,['angan'],statement
130," Yang penting utama sekali, ingat Allah sentiasa","['utama', 'allah', 'sentiasa']",statement
131,Penulis: Ayna,"['tulis', 'ayna']",statement
132, Saya merupakan seorang bekas doktor pelatih (houseman),"['bekas', 'doktor', 'latih', 'houseman']",statement
133, Cerita ini mungkin selalu didengari tetapi mungkin ada manfaat buat semua,"['cerita', 'didengari', 'manfaat']",statement
134," Cerita ini mungkin panjang berjela, mohon dibaca sewaktu lapang dan maaf sekiranya ada kekurangan dari segi bahasa atau terlepas pandang","['cerita', 'jela', 'mohon', 'baca', 'lapang', 'maaf', 'kurang', 'segi', 'bahasa', 'lepas', 'pandang']",statement
135,Saya mula bekerja sebagai doktor pelatih pada November 2018,"['doktor', 'latih', 'november', 'angan']",statement
136," Waktu tu, saya memulakan tagging (tempoh waktu para pelatih menyesuaikan diri dengan sistem kerja di wad)","['tu', 'mula', 'tagging', 'tempoh', 'latih', 'sesuaii', 'sistem', 'kerja', 'wad']",statement
137," Pelbagai prosedur, sistem, cara merujuk kes mesti dipelajari dengan cepat agar pantas menyesuaikan diri","['pelbagai', 'prosedur', 'sistem', 'rujuk', 'kes', 'mesti', 'ajar', 'cepat', 'sesuaii']",statement
138, Alhamdulillah para senior banyak membantu,"['alhamdulillah', 'senior', 'bantu']",statement
139, Saya masuk kerja pukul 6am dan balik 10pm untuk 2 minggu berturut ( balik kerja pukul 5pm pada hujung minggu),"['xaaesaya', 'masuk', 'kerja', '6am', '10pm', 'angan', 'minggu', 'kerja', '5pm', 'hujung', 'minggu']",statement
140, Saya menetap di hostel hospital jadi nak pergi wad jalan kaki je,"['tetap', 'hostel', 'hospital', 'nak', 'pergi', 'wad', 'jalan', 'kaki', 'je']",statement
141, Semuanya ok pada mulanya tetapi pada minggu kedua saya mula berasa kelainan pada diri saya,"['okey', 'minggu', 'asa', 'lain']",statement
142,"Sewaktu saya tidur pada malamnya, saya tiba tiba terjaga pukul 3am dan tak boleh sambung tidur","['tidur', 'malam', 'jaga', 'angan pagi', 'sambung', 'tidur']",symptom
143," Esoknya saya perlu masuk kerja pukul 6am, membuatkan saya stcress dan akhirnya saya menangis","['esok', 'masuk', 'kerja', 'angan pagi', 'jalan', 'stcress', 'menang']",symptom
144, Mungkin terlalu penat tetapi saya mulanya anggap ini perkara biasa,"['penat', 'anggap', 'perkara']",symptom
145, Tetapi malam itu menjadi kemuncak tekanan,"['malam', 'kemuncak', 'tekan']",symptom
146,"Saya buat solat sunat, cuba untuk menenangkan diri dan saya mengambil keputusan untuk memanggil Befrienders KL","['solat hari raya', 'sunat', 'Cuba', 'tenang', 'mengambil', 'putus', 'panggil', 'befrienders', 'kl']",statement
147," Ia merupakan sebuah organisasi yang mendengar masalah dan isu para pemanggil, terutamanya kemurungan dan suicidal thoughts","['organisasi', 'dengar', 'isu', 'panggil', 'terutamanya', 'murung', 'bunuh diri', 'thoughts']",statement
148," Yelah, nak call orang lain pun, semua tengah tidur pukul 3 pagi","['yelah', 'nak', 'panggil', 'orang', 'tidur', 'angan', 'pagi']",statement
149, Saya berbual dengan staf bertugas hampir sejam lamanya,"['bual', 'kakitangan', 'tugas', 'sejam']",statement
150, Alhamdulillah stafnya sangat lembut dan baik,"['alhamdulillah', 'stafnya', 'lembut']",statement
151,Beliau bertanya 1,"['beliau', 'bertanyaxaeb']",statement
152, Boleh ceritakan apa yang terjadi 2,"['cerita', 'terjadixa b']",statement
153, Apa punca kepada isu ini 3,"['punca', 'isu', 'inixa']",statement
154," Apa yang boleh saya lakukan – jujurnya waktu tu memang hanya nak berbual dengan seseorang, untuk lepaskan tekanan","['laku', '-', 'jujur', 'tu', 'nak', 'bual', 'lepas', 'tekan']",statement
155, Tetapi pada masa yang sama saya terfikir untuk hadir ke klinik Psikiatrik untuk mengetahui sekiranya saya depressed,"['terfikir', 'hadir', 'klinik', 'psikiatr', 'tek']",statement
156, Staf tersebut memberi saya nombor telefon klinik psikiatrik,"['kakitangan', 'nombor', 'telefon bimbit', 'klinik', 'psikiatr']",statement
157,"Selepas berbual, saya rasa lebih lega tetapi saya tetap mengambil keputusan untuk hadir ke klinik Psikiatri","['lepas', 'bual', 'lega', 'mengambil', 'putus', 'hadir', 'klinik', 'psikiatri']",statement
158, Klinik Psikiatri di hospital saya boleh walk-in pada waktu pagi,"['klinik', 'psikiatri', 'hospital', 'walkin', 'pagi']",statement
159,"Di sana, saya berjumpa doktor dan menceritakan masalah saya","['jumpa', 'doktor', 'cerita']",statement
160," Badan terasa letih, berat dan minda tidak dapat fokus kepada perbualan atau aktiviti","['badan', 'letih', 'berat', 'minda', 'fokus', 'bual', 'aktiviti']",symptom
161, Saya kurang suka melakukan aktiviti yang saya minati dahulu,"['suka', 'aktiviti', 'minat']",symptom
162, Saya kurang makan dan banyak termenung,"['makan', 'menung']",symptom
163, Fikiran saya selalu berfikir perkara negatif,"['fikiran', 'pikir', 'perkara', 'negatif']",symptom
164,"Setelah diamati, rupanya saya telah mengalami simptom ini sejak seminggu lepas, tetapi saya kurang ambil peduli dan fikir “biasalah baru mula kerja, penat tu biasa”","['amat', 'laku', 'simptom', 'seminggu', 'lepas', 'ambil', 'pedulikan', 'fikir', 'angan biasa', 'kerja', 'penat', 'tu', 'biasa angan']",statement
165, Saya didiagnos sebagai Adjusment Disorder with depressive mood,"['didiagnos', 'adjusment', 'kecelaruan', 'dengan', 'depressive', 'mood']",statement
166," Saya diberi ubat Lorazepam (benzodiazepine) untuk tidur dan Mirtazapine (antidepressant), diberi MC selama seminggu dan dirujuk ke pakar psikiatrik (Kes melibatkan houseman dirujuk ke pakar)","['ubat', 'lorazepam', 'benzodiaepine', 'tidur', 'mirtazapine', 'antidepresan', 'mc', 'masa', 'rujuk', 'pakar', 'psikiatr', 'kes', 'libat', 'houseman', 'rujuk', 'pakar']",statement
167, Mulanya ingatkan dapatlah MC sehari dua je tapi tak sangka pula sampai seminggu,"['ingat', 'boleh', 'mc', 'hari', 'je', 'sangka', 'seminggu']",statement
168,Senior dan supervisor juga memahami situasi saya setelah saya bercerita kepada mereka dan saya cuba berehat dan muhasabah,"['senior', 'supervisor', 'paham', 'ada', 'cerita', 'Cuba', 'rehat', 'muhasabah']",statement
169, Saya dapat tidur dengan bantuan ubat tetapi mood dan emosi saya masih depressed,"['tidur', 'tolong', 'ubat', 'mood', 'emosi', 'tek']",medical history
170,"Setelah berjumpa doktor pakar pada lawatan seterusnya (setiap 2 minggu), saya didiagnos sebagai Major Depressive Disorder","['jumpa', 'doktor', 'pakar', 'lawat', 'angan', 'minggu', 'didiagnos', 'utama', 'depressive', 'kecelaruan']",medical history
171, Dos ubat Mirtazapine dinaikkan kerana saya tetap depressed dan emosi tetap sama,"['xaaedos', 'ubat', 'mirtazapine', 'naik', 'rana', 'tek', 'emosi']",medical history
172," Selepas 2 minggu, saya ditukarkan ubat dengan Sertraline (SSRI – Selective Serotonin Reuptake Inhibitor)","['masa', 'angan', 'minggu', 'tukar', 'ubat', 'sertraline', 'ssri', '-', 'selektif', 'serotonin', 'ambil mula', 'inhibitor']",medical history
173, Tetapi mood tetap juga depressed,"['mood', 'tek']",symptom
174, Maka dos Sertraline dinaikkan pula,"['dos', 'sertraline', 'naik']",medical history
175,"Sepanjang waktu MC dan rawatan, saya duduk bersama keluarga","['mc', 'rawat', 'duduk', 'keluarga']",statement
176," Mereka sangat memahami dan menyokong, tidak pernah ada keluh kesah atau berputus asa dengan saya, terutamanya Mak","['paham', 'sokong', 'keluh', 'kesah', 'putus', 'bagai', 'jalan', 'mak']",statement
177, Terima kasih atas keprihatinan dan kasih sayang keluarga,"['terima', 'kasih sayang', 'prihatin', 'kasih sayang', 'sayang', 'keluarga']",statement
178, Moga Allah membalas kebaikan mereka dengan rahmat dan rezekiNya di dunia dan akhirat,"['moga', 'allah', 'selaput', 'baik', 'rahmat', 'rezeki', 'dunia', 'akhirat']",statement
179,"Pada bulan 3 rawatan, saya tetap belum pulih dan tetap mengalami depressed mood","['angan', 'rawat', 'pulih', 'laku', 'tek', 'mood']",medical history
180," Malah saya mula mengalami auditory hallucination, mula mendengar suara yang mengatakan saya tak berguna, lemah, bodoh dan kata kata negatif","['laku', 'auditory', 'halusinasi', 'dengar', 'suara', 'guna', 'lemah', 'bodoh', 'negatif']",symptom
181," Pada waktu ini saya diberi juga ubat antipsikotik (Aripiprazole) tetapi tetap sama, saya mendengar suara","['ubat', 'antipsikot', 'ariprazole', 'dengar', 'suara']",symptom
182, Doktor mencadangkan saya dimasukkan ke wad kerana saya sudah dikira sebagai Severe Major Depressive Disorder dan memerlukan rawatan ECT (Electroconvulsive Therapy),"['xaaedoktor', 'cadang', 'kaedah', 'wad', 'rana', 'teruk', 'utama', 'depressive', 'disorder', 'rawat', 'dl', 'elektrokonvulsif', 'therapy']",medical history
183, Saya bersetuju kerana saya juga tahu rawatan ECT merupakan salah satu rawatan yang berkesan untuk severe type seperti yang saya alami,"['kaedah', 'rana', 'rawat', 'dl', 'salah', 'rawat', 'kes', 'severe', 'menaip', 'alami']",statement
184,"Semasa di wad, pelbagai jenis pesakit saya jumpa","['wad', 'pelbagai', 'jenis', 'sakit', 'jumpa']",statement
185," Ada yang bipolar, skizofrenia, depressed, aggressive","['bipolar', 'skizofrenia', 'depressed', 'agresif']",statement
186," Saya pernah menemui dan berbual dengan mereka sebagai pelajar perubatan dahulu, sekarang sebagai pesakit pula","['temu', 'bual', 'ajar', 'ubat', 'sakit']",statement
187," Antara perkara yang saya tak dapat lupa, para pesakit di situ sangat baik","['perkara', 'lupa', 'sakit', 'di situ']",statement
188, Ada seorang uncle ni siap bagi KFC drumstick dekat saya sebab dia kesian tengok saya murung kot,"['uncle', 'ni', 'kfc', 'batang dram', 'kesi', 'tengok', 'murung', 'kot']",statement
189, Haha terima kasih uncle,"['haha', 'terima', 'kasih', 'pakcik']",statement
190,"Selama 2 minggu di wad, saya menjalani 4 sesi ECT","['angan', 'minggu', 'wad', 'latih', 'angan', 'sesi', 'dl']",statement
191, Saya berpuasa pada malam sebelum ECT,"['xaaesaya', 'puasa', 'malam', 'ect']",statement
192," Esoknya, para pesakit dibawa ke bilik ECT","['esok', 'sakit', 'cara', 'bilik', 'dl']",statement
193," Sewaktu rawatan, doktor akan bagi ubat bius supaya kita tidur dan ECT dijalankan sewaktu kita tidak sedar","['rawat', 'doktor', 'ubat', 'berat belah', 'tidur', 'dl', 'jalan', 'dar']",statement
